ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-SU4+StopWordRemoval,FNS30960,SYSTEM1.TXT,0.42230,0.02227,0.04230,3

ROUGE-L+StopWordRemoval,FNS31015,SYSTEM1.TXT,0.57727,0.17958,0.27394,4

ROUGE-1+StopWordRemoval,FNS31015,SYSTEM1.TXT,0.73280,0.10296,0.18056,4

ROUGE-2+StopWordRemoval,FNS31015,SYSTEM1.TXT,0.37936,0.04053,0.07323,4

ROUGE-SU4+StopWordRemoval,FNS31015,SYSTEM1.TXT,0.49633,0.04917,0.08947,4

ROUGE-L+StopWordRemoval,FNS30962,SYSTEM1.TXT,0.40583,0.19703,0.26528,3

ROUGE-1+StopWordRemoval,FNS30962,SYSTEM1.TXT,0.51628,0.22416,0.31260,3

ROUGE-2+StopWordRemoval,FNS30962,SYSTEM1.TXT,0.21173,0.07792,0.11391,3

ROUGE-SU4+StopWordRemoval,FNS30962,SYSTEM1.TXT,0.33580,0.09479,0.14785,3

ROUGE-L+StopWordRemoval,FNS32107,SYSTEM1.TXT,0.61527,0.19780,0.29936,3

ROUGE-1+StopWordRemoval,FNS32107,SYSTEM1.TXT,0.68506,0.10681,0.18481,3

ROUGE-2+StopWordRemoval,FNS32107,SYSTEM1.TXT,0.33552,0.03913,0.07008,3

ROUGE-SU4+StopWordRemoval,FNS32107,SYSTEM1.TXT,0.46576,0.04523,0.08245,3

ROUGE-L+StopWordRemoval,FNS32349,SYSTEM1.TXT,0.56783,0.11856,0.19616,4

ROUGE-1+StopWordRemoval,FNS32349,SYSTEM1.TXT,0.72912,0.05649,0.10486,4

ROUGE-2+StopWordRemoval,FNS32349,SYSTEM1.TXT,0.32760,0.01886,0.03567,4

ROUGE-SU4+StopWordRemoval,FNS32349,SYSTEM1.TXT,0.47405,0.02403,0.04574,4

ROUGE-L+StopWordRemoval,FNS31811,SYSTEM1.TXT,0.38668,0.13848,0.20392,4

ROUGE-1+StopWordRemoval,FNS31811,SYSTEM1.TXT,0.55824,0.10946,0.18304,4

ROUGE-2+StopWordRemoval,FNS31811,SYSTEM1.TXT,0.26493,0.03654,0.06422,4

ROUGE-SU4+StopWordRemoval,FNS31811,SYSTEM1.TXT,0.36744,0.04409,0.07874,4

ROUGE-L+StopWordRemoval,FNS32229,SYSTEM1.TXT,0.46053,0.14666,0.22247,4

ROUGE-1+StopWordRemoval,FNS32229,SYSTEM1.TXT,0.65707,0.09083,0.15959,4

ROUGE-2+StopWordRemoval,FNS32229,SYSTEM1.TXT,0.34735,0.03398,0.06191,4

ROUGE-SU4+StopWordRemoval,FNS32229,SYSTEM1.TXT,0.43356,0.04071,0.07443,4

ROUGE-L+StopWordRemoval,FNS30841,SYSTEM1.TXT,0.67940,0.11812,0.20125,4

ROUGE-1+StopWordRemoval,FNS30841,SYSTEM1.TXT,0.75740,0.07102,0.12986,4

ROUGE-2+StopWordRemoval,FNS30841,SYSTEM1.TXT,0.34281,0.02326,0.04356,4

ROUGE-SU4+StopWordRemoval,FNS30841,SYSTEM1.TXT,0.48114,0.02804,0.05300,4

ROUGE-L+StopWordRemoval,FNS31492,SYSTEM1.TXT,0.54844,0.17904,0.26995,4

ROUGE-1+StopWordRemoval,FNS31492,SYSTEM1.TXT,0.71514,0.14669,0.24345,4

ROUGE-2+StopWordRemoval,FNS31492,SYSTEM1.TXT,0.30519,0.04533,0.07894,4

ROUGE-SU4+StopWordRemoval,FNS31492,SYSTEM1.TXT,0.43844,0.06146,0.10780,4

ROUGE-L+StopWordRemoval,FNS32340,SYSTEM1.TXT,0.70123,0.14433,0.23939,3

ROUGE-1+StopWordRemoval,FNS32340,SYSTEM1.TXT,0.83075,0.06850,0.12657,3

ROUGE-2+StopWordRemoval,FNS32340,SYSTEM1.TXT,0.39953,0.02595,0.04874,3

ROUGE-SU4+StopWordRemoval,FNS32340,SYSTEM1.TXT,0.55117,0.03035,0.05753,3

ROUGE-L+StopWordRemoval,FNS32220,SYSTEM1.TXT,0.64593,0.17525,0.27569,3

ROUGE-1+StopWordRemoval,FNS32220,SYSTEM1.TXT,0.76843,0.09996,0.17691,3

ROUGE-2+StopWordRemoval,FNS32220,SYSTEM1.TXT,0.41882,0.03336,0.06180,3

ROUGE-SU4+StopWordRemoval,FNS32220,SYSTEM1.TXT,0.53878,0.04045,0.07525,3

ROUGE-L+StopWordRemoval,FNS32583,SYSTEM1.TXT,0.55124,0.16587,0.25501,3

ROUGE-1+StopWordRemoval,FNS32583,SYSTEM1.TXT,0.71365,0.11883,0.20374,3

ROUGE-2+StopWordRemoval,FNS32583,SYSTEM1.TXT,0.34179,0.04889,0.08555,3

ROUGE-SU4+StopWordRemoval,FNS32583,SYSTEM1.TXT,0.46237,0.05938,0.10524,3

ROUGE-L+StopWordRemoval,FNS30849,SYSTEM1.TXT,0.68384,0.12389,0.20978,4

ROUGE-1+StopWordRemoval,FNS30849,SYSTEM1.TXT,0.80720,0.06119,0.11376,4

ROUGE-2+StopWordRemoval,FNS30849,SYSTEM1.TXT,0.47053,0.02416,0.04596,4

ROUGE-SU4+StopWordRemoval,FNS30849,SYSTEM1.TXT,0.57543,0.02684,0.05130,4

ROUGE-L+StopWordRemoval,FNS30965,SYSTEM1.TXT,0.69735,0.12965,0.21865,5

ROUGE-1+StopWordRemoval,FNS30965,SYSTEM1.TXT,0.83288,0.04662,0.08830,5

ROUGE-2+StopWordRemoval,FNS30965,SYSTEM1.TXT,0.39634,0.01612,0.03099,5

ROUGE-SU4+StopWordRemoval,FNS30965,SYSTEM1.TXT,0.55460,0.01923,0.03717,5

ROUGE-L+StopWordRemoval,FNS30966,SYSTEM1.TXT,0.41919,0.22265,0.29083,3

ROUGE-1+StopWordRemoval,FNS30966,SYSTEM1.TXT,0.56979,0.17397,0.26655,3

ROUGE-2+StopWordRemoval,FNS30966,SYSTEM1.TXT,0.21632,0.06784,0.10329,3

ROUGE-SU4+StopWordRemoval,FNS30966,SYSTEM1.TXT,0.31653,0.08461,0.13353,3

ROUGE-L+StopWordRemoval,FNS30967,SYSTEM1.TXT,0.62927,0.14935,0.24141,3

ROUGE-1+StopWordRemoval,FNS30967,SYSTEM1.TXT,0.74144,0.08660,0.15508,3

ROUGE-2+StopWordRemoval,FNS30967,SYSTEM1.TXT,0.31141,0.02782,0.05108,3

ROUGE-SU4+StopWordRemoval,FNS30967,SYSTEM1.TXT,0.45333,0.03814,0.07035,3

ROUGE-L+StopWordRemoval,FNS30968,SYSTEM1.TXT,0.38333,0.15139,0.21706,3

ROUGE-1+StopWordRemoval,FNS30968,SYSTEM1.TXT,0.58271,0.11260,0.18873,3

ROUGE-2+StopWordRemoval,FNS30968,SYSTEM1.TXT,0.21737,0.03305,0.05738,3

ROUGE-SU4+StopWordRemoval,FNS30968,SYSTEM1.TXT,0.35116,0.04384,0.07795,3

ROUGE-L+StopWordRemoval,FNS31938,SYSTEM1.TXT,0.57013,0.17195,0.26421,3

ROUGE-1+StopWordRemoval,FNS31938,SYSTEM1.TXT,0.73136,0.07429,0.13488,3

ROUGE-2+StopWordRemoval,FNS31938,SYSTEM1.TXT,0.32877,0.02612,0.04839,3

ROUGE-SU4+StopWordRemoval,FNS31938,SYSTEM1.TXT,0.46174,0.03053,0.05728,3

ROUGE-L+StopWordRemoval,FNS31817,SYSTEM1.TXT,0.56464,0.14079,0.22539,4

ROUGE-1+StopWordRemoval,FNS31817,SYSTEM1.TXT,0.68800,0.07663,0.13790,4

ROUGE-2+StopWordRemoval,FNS31817,SYSTEM1.TXT,0.28254,0.02452,0.04513,4

ROUGE-SU4+StopWordRemoval,FNS31817,SYSTEM1.TXT,0.41977,0.03128,0.05822,4

ROUGE-L+StopWordRemoval,FNS31939,SYSTEM1.TXT,0.37171,0.29837,0.33103,3

ROUGE-1+StopWordRemoval,FNS31939,SYSTEM1.TXT,0.55118,0.25335,0.34713,3

ROUGE-2+StopWordRemoval,FNS31939,SYSTEM1.TXT,0.24923,0.07911,0.12010,3

ROUGE-SU4+StopWordRemoval,FNS31939,SYSTEM1.TXT,0.37588,0.10040,0.15847,3

ROUGE-L+StopWordRemoval,FNS32553,SYSTEM1.TXT,0.65314,0.15786,0.25426,4

ROUGE-1+StopWordRemoval,FNS32553,SYSTEM1.TXT,0.74854,0.11583,0.20061,4

ROUGE-2+StopWordRemoval,FNS32553,SYSTEM1.TXT,0.38202,0.04173,0.07524,4

ROUGE-SU4+StopWordRemoval,FNS32553,SYSTEM1.TXT,0.51461,0.04908,0.08961,4

ROUGE-L+StopWordRemoval,FNS31101,SYSTEM1.TXT,0.51340,0.19055,0.27794,3

ROUGE-1+StopWordRemoval,FNS31101,SYSTEM1.TXT,0.67353,0.13215,0.22094,3

ROUGE-2+StopWordRemoval,FNS31101,SYSTEM1.TXT,0.26660,0.04644,0.07910,3

ROUGE-SU4+StopWordRemoval,FNS31101,SYSTEM1.TXT,0.37863,0.05624,0.09794,3

ROUGE-L+StopWordRemoval,FNS32555,SYSTEM1.TXT,0.57506,0.14598,0.23285,3

ROUGE-1+StopWordRemoval,FNS32555,SYSTEM1.TXT,0.71765,0.09049,0.16071,3

ROUGE-2+StopWordRemoval,FNS32555,SYSTEM1.TXT,0.34890,0.03162,0.05799,3

ROUGE-SU4+StopWordRemoval,FNS32555,SYSTEM1.TXT,0.47500,0.03804,0.07044,3

ROUGE-L+StopWordRemoval,FNS31224,SYSTEM1.TXT,0.41295,0.17490,0.24573,4

ROUGE-1+StopWordRemoval,FNS31224,SYSTEM1.TXT,0.53466,0.10441,0.17470,4

ROUGE-2+StopWordRemoval,FNS31224,SYSTEM1.TXT,0.20070,0.02957,0.05154,4

ROUGE-SU4+StopWordRemoval,FNS31224,SYSTEM1.TXT,0.31499,0.03984,0.07073,4

ROUGE-L+StopWordRemoval,FNS32556,SYSTEM1.TXT,0.59312,0.15562,0.24656,3

ROUGE-1+StopWordRemoval,FNS32556,SYSTEM1.TXT,0.75149,0.08761,0.15693,3

ROUGE-2+StopWordRemoval,FNS32556,SYSTEM1.TXT,0.31156,0.02978,0.05437,3

ROUGE-SU4+StopWordRemoval,FNS32556,SYSTEM1.TXT,0.47558,0.03627,0.06741,3

ROUGE-L+StopWordRemoval,FNS31589,SYSTEM1.TXT,0.59230,0.11939,0.19872,6

ROUGE-1+StopWordRemoval,FNS31589,SYSTEM1.TXT,0.74141,0.07031,0.12843,6

ROUGE-2+StopWordRemoval,FNS31589,SYSTEM1.TXT,0.36726,0.02566,0.04797,6

ROUGE-SU4+StopWordRemoval,FNS31589,SYSTEM1.TXT,0.49484,0.03168,0.05955,6

ROUGE-L+StopWordRemoval,FNS31105,SYSTEM1.TXT,0.41587,0.19873,0.26894,3

ROUGE-1+StopWordRemoval,FNS31105,SYSTEM1.TXT,0.61101,0.11685,0.19618,3

ROUGE-2+StopWordRemoval,FNS31105,SYSTEM1.TXT,0.18835,0.03120,0.05354,3

ROUGE-SU4+StopWordRemoval,FNS31105,SYSTEM1.TXT,0.33245,0.04403,0.07776,3

ROUGE-L+StopWordRemoval,FNS32557,SYSTEM1.TXT,0.67987,0.13350,0.22318,4

ROUGE-1+StopWordRemoval,FNS32557,SYSTEM1.TXT,0.80952,0.05462,0.10233,4

ROUGE-2+StopWordRemoval,FNS32557,SYSTEM1.TXT,0.34734,0.01951,0.03695,4

ROUGE-SU4+StopWordRemoval,FNS32557,SYSTEM1.TXT,0.50716,0.02296,0.04394,4

ROUGE-L+StopWordRemoval,FNS32437,SYSTEM1.TXT,0.59075,0.02497,0.04792,3

ROUGE-1+StopWordRemoval,FNS32437,SYSTEM1.TXT,0.69119,0.00755,0.01494,3

ROUGE-2+StopWordRemoval,FNS32437,SYSTEM1.TXT,0.34198,0.00279,0.00553,3

ROUGE-SU4+StopWordRemoval,FNS32437,SYSTEM1.TXT,0.50243,0.00274,0.00544,3

ROUGE-L+StopWordRemoval,FNS31469,SYSTEM1.TXT,0.62622,0.11764,0.19807,4

ROUGE-1+StopWordRemoval,FNS31469,SYSTEM1.TXT,0.77655,0.06231,0.11537,4

ROUGE-2+StopWordRemoval,FNS31469,SYSTEM1.TXT,0.38962,0.02397,0.04517,4

ROUGE-SU4+StopWordRemoval,FNS31469,SYSTEM1.TXT,0.51335,0.02758,0.05235,4

ROUGE-L+StopWordRemoval,FNS33083,SYSTEM1.TXT,0.58863,0.19895,0.29739,3

ROUGE-1+StopWordRemoval,FNS33083,SYSTEM1.TXT,0.73959,0.10908,0.19011,3

ROUGE-2+StopWordRemoval,FNS33083,SYSTEM1.TXT,0.37680,0.04224,0.07597,3

ROUGE-SU4+StopWordRemoval,FNS33083,SYSTEM1.TXT,0.49105,0.04525,0.08286,3

ROUGE-L+StopWordRemoval,FNS32792,SYSTEM1.TXT,0.56933,0.13753,0.22154,3

ROUGE-1+StopWordRemoval,FNS32792,SYSTEM1.TXT,0.73011,0.09594,0.16959,3

ROUGE-2+StopWordRemoval,FNS32792,SYSTEM1.TXT,0.37230,0.03649,0.06647,3

ROUGE-SU4+StopWordRemoval,FNS32792,SYSTEM1.TXT,0.45052,0.04529,0.08231,3

ROUGE-L+StopWordRemoval,FNS31220,SYSTEM1.TXT,0.50974,0.13879,0.21818,3

ROUGE-1+StopWordRemoval,FNS31220,SYSTEM1.TXT,0.70084,0.09882,0.17321,3

ROUGE-2+StopWordRemoval,FNS31220,SYSTEM1.TXT,0.24137,0.03045,0.05408,3

ROUGE-SU4+StopWordRemoval,FNS31220,SYSTEM1.TXT,0.40313,0.04121,0.07478,3

ROUGE-L+StopWordRemoval,FNS31462,SYSTEM1.TXT,0.54196,0.12522,0.20344,4

ROUGE-1+StopWordRemoval,FNS31462,SYSTEM1.TXT,0.68368,0.05718,0.10554,4

ROUGE-2+StopWordRemoval,FNS31462,SYSTEM1.TXT,0.28802,0.01794,0.03377,4

ROUGE-SU4+StopWordRemoval,FNS31462,SYSTEM1.TXT,0.42639,0.02294,0.04354,4

ROUGE-L+StopWordRemoval,FNS30817,SYSTEM1.TXT,0.68087,0.10196,0.17736,3

ROUGE-1+StopWordRemoval,FNS30817,SYSTEM1.TXT,0.78484,0.05634,0.10513,3

ROUGE-2+StopWordRemoval,FNS30817,SYSTEM1.TXT,0.41338,0.02336,0.04422,3

ROUGE-SU4+StopWordRemoval,FNS30817,SYSTEM1.TXT,0.51360,0.02753,0.05225,3

ROUGE-L+StopWordRemoval,FNS30816,SYSTEM1.TXT,0.41133,0.16532,0.23584,3

ROUGE-1+StopWordRemoval,FNS30816,SYSTEM1.TXT,0.57917,0.10606,0.17929,3

ROUGE-2+StopWordRemoval,FNS30816,SYSTEM1.TXT,0.23751,0.03477,0.06066,3

ROUGE-SU4+StopWordRemoval,FNS30816,SYSTEM1.TXT,0.32591,0.04568,0.08013,3

ROUGE-L+StopWordRemoval,FNS30815,SYSTEM1.TXT,0.55779,0.23222,0.32792,3

ROUGE-1+StopWordRemoval,FNS30815,SYSTEM1.TXT,0.69109,0.15558,0.25398,3

ROUGE-2+StopWordRemoval,FNS30815,SYSTEM1.TXT,0.28837,0.05301,0.08956,3

ROUGE-SU4+StopWordRemoval,FNS30815,SYSTEM1.TXT,0.42398,0.06476,0.11236,3

ROUGE-L+StopWordRemoval,FNS33090,SYSTEM1.TXT,0.60810,0.18509,0.28380,4

ROUGE-1+StopWordRemoval,FNS33090,SYSTEM1.TXT,0.74001,0.16333,0.26759,4

ROUGE-2+StopWordRemoval,FNS33090,SYSTEM1.TXT,0.42147,0.07255,0.12379,4

ROUGE-SU4+StopWordRemoval,FNS33090,SYSTEM1.TXT,0.51989,0.07746,0.13483,4

ROUGE-L+StopWordRemoval,FNS30813,SYSTEM1.TXT,0.57685,0.17579,0.26947,3

ROUGE-1+StopWordRemoval,FNS30813,SYSTEM1.TXT,0.73231,0.09494,0.16808,3

ROUGE-2+StopWordRemoval,FNS30813,SYSTEM1.TXT,0.33374,0.03452,0.06257,3

ROUGE-SU4+StopWordRemoval,FNS30813,SYSTEM1.TXT,0.48343,0.04053,0.07479,3

ROUGE-L+StopWordRemoval,FNS31109,SYSTEM1.TXT,0.53449,0.17601,0.26481,4

ROUGE-1+StopWordRemoval,FNS31109,SYSTEM1.TXT,0.69774,0.09028,0.15987,4

ROUGE-2+StopWordRemoval,FNS31109,SYSTEM1.TXT,0.31518,0.03128,0.05692,4

ROUGE-SU4+StopWordRemoval,FNS31109,SYSTEM1.TXT,0.42782,0.03843,0.07052,4

ROUGE-L+StopWordRemoval,FNS30819,SYSTEM1.TXT,0.57126,0.18168,0.27569,4

ROUGE-1+StopWordRemoval,FNS30819,SYSTEM1.TXT,0.71219,0.12454,0.21201,4

ROUGE-2+StopWordRemoval,FNS30819,SYSTEM1.TXT,0.32440,0.04139,0.07341,4

ROUGE-SU4+StopWordRemoval,FNS30819,SYSTEM1.TXT,0.45199,0.05154,0.09253,4

ROUGE-L+StopWordRemoval,FNS31474,SYSTEM1.TXT,0.64593,0.08844,0.15558,3

ROUGE-1+StopWordRemoval,FNS31474,SYSTEM1.TXT,0.78492,0.03420,0.06554,3

ROUGE-2+StopWordRemoval,FNS31474,SYSTEM1.TXT,0.36709,0.01222,0.02365,3

ROUGE-SU4+StopWordRemoval,FNS31474,SYSTEM1.TXT,0.49479,0.01464,0.02843,3

ROUGE-L+StopWordRemoval,FNS32684,SYSTEM1.TXT,0.47460,0.15586,0.23465,4

ROUGE-1+StopWordRemoval,FNS32684,SYSTEM1.TXT,0.62372,0.09914,0.17109,4

ROUGE-2+StopWordRemoval,FNS32684,SYSTEM1.TXT,0.24539,0.03158,0.05596,4

ROUGE-SU4+StopWordRemoval,FNS32684,SYSTEM1.TXT,0.34886,0.04091,0.07323,4

ROUGE-L+StopWordRemoval,FNS31595,SYSTEM1.TXT,0.64272,0.10855,0.18572,3

ROUGE-1+StopWordRemoval,FNS31595,SYSTEM1.TXT,0.75926,0.06161,0.11397,3

ROUGE-2+StopWordRemoval,FNS31595,SYSTEM1.TXT,0.37740,0.02312,0.04358,3

ROUGE-SU4+StopWordRemoval,FNS31595,SYSTEM1.TXT,0.50872,0.02748,0.05215,3

ROUGE-L+StopWordRemoval,FNS31114,SYSTEM1.TXT,0.52433,0.13460,0.21421,4

ROUGE-1+StopWordRemoval,FNS31114,SYSTEM1.TXT,0.69168,0.09805,0.17175,4

ROUGE-2+StopWordRemoval,FNS31114,SYSTEM1.TXT,0.28580,0.03133,0.05647,4

ROUGE-SU4+StopWordRemoval,FNS31114,SYSTEM1.TXT,0.41742,0.04086,0.07443,4

ROUGE-L+StopWordRemoval,FNS32688,SYSTEM1.TXT,0.64136,0.17691,0.27733,4

ROUGE-1+StopWordRemoval,FNS32688,SYSTEM1.TXT,0.78447,0.07829,0.14237,4

ROUGE-2+StopWordRemoval,FNS32688,SYSTEM1.TXT,0.43731,0.02939,0.05508,4

ROUGE-SU4+StopWordRemoval,FNS32688,SYSTEM1.TXT,0.54486,0.03359,0.06328,4

ROUGE-L+StopWordRemoval,FNS31478,SYSTEM1.TXT,0.58029,0.18389,0.27927,3

ROUGE-1+StopWordRemoval,FNS31478,SYSTEM1.TXT,0.71793,0.11892,0.20404,3

ROUGE-2+StopWordRemoval,FNS31478,SYSTEM1.TXT,0.30681,0.03941,0.06984,3

ROUGE-SU4+StopWordRemoval,FNS31478,SYSTEM1.TXT,0.43619,0.04980,0.08940,3

ROUGE-L+StopWordRemoval,FNS31358,SYSTEM1.TXT,0.40206,0.23398,0.29581,4

ROUGE-1+StopWordRemoval,FNS31358,SYSTEM1.TXT,0.55691,0.14170,0.22591,4

ROUGE-2+StopWordRemoval,FNS31358,SYSTEM1.TXT,0.18454,0.03828,0.06340,4

ROUGE-SU4+StopWordRemoval,FNS31358,SYSTEM1.TXT,0.31557,0.05571,0.09470,4

ROUGE-L+StopWordRemoval,FNS30940,SYSTEM1.TXT,0.49812,0.15205,0.23298,4

ROUGE-1+StopWordRemoval,FNS30940,SYSTEM1.TXT,0.67077,0.07282,0.13138,4

ROUGE-2+StopWordRemoval,FNS30940,SYSTEM1.TXT,0.30868,0.02408,0.04468,4

ROUGE-SU4+StopWordRemoval,FNS30940,SYSTEM1.TXT,0.41858,0.02895,0.05416,4

ROUGE-L+StopWordRemoval,FNS30941,SYSTEM1.TXT,0.34575,0.19870,0.25237,3

ROUGE-1+StopWordRemoval,FNS30941,SYSTEM1.TXT,0.52333,0.11493,0.18847,3

ROUGE-2+StopWordRemoval,FNS30941,SYSTEM1.TXT,0.18826,0.03031,0.05221,3

ROUGE-SU4+StopWordRemoval,FNS30941,SYSTEM1.TXT,0.30392,0.04447,0.07759,3

ROUGE-L+StopWordRemoval,FNS30821,SYSTEM1.TXT,0.67863,0.14367,0.23713,4

ROUGE-1+StopWordRemoval,FNS30821,SYSTEM1.TXT,0.81399,0.06662,0.12316,4

ROUGE-2+StopWordRemoval,FNS30821,SYSTEM1.TXT,0.37018,0.02372,0.04458,4

ROUGE-SU4+StopWordRemoval,FNS30821,SYSTEM1.TXT,0.53711,0.02790,0.05305,4

ROUGE-L+StopWordRemoval,FNS30820,SYSTEM1.TXT,0.65349,0.20210,0.30872,3

ROUGE-1+StopWordRemoval,FNS30820,SYSTEM1.TXT,0.83801,0.13985,0.23970,3

ROUGE-2+StopWordRemoval,FNS30820,SYSTEM1.TXT,0.45023,0.05965,0.10535,3

ROUGE-SU4+StopWordRemoval,FNS30820,SYSTEM1.TXT,0.55469,0.06843,0.12183,3

ROUGE-L+StopWordRemoval,FNS33097,SYSTEM1.TXT,0.58734,0.21648,0.31636,3

ROUGE-1+StopWordRemoval,FNS33097,SYSTEM1.TXT,0.70740,0.14633,0.24250,3

ROUGE-2+StopWordRemoval,FNS33097,SYSTEM1.TXT,0.30154,0.06020,0.10037,3

ROUGE-SU4+StopWordRemoval,FNS33097,SYSTEM1.TXT,0.42811,0.07308,0.12486,3

ROUGE-L+StopWordRemoval,FNS33098,SYSTEM1.TXT,0.51827,0.25325,0.34024,3

ROUGE-1+StopWordRemoval,FNS33098,SYSTEM1.TXT,0.61332,0.32392,0.42394,3

ROUGE-2+StopWordRemoval,FNS33098,SYSTEM1.TXT,0.31119,0.15096,0.20330,3

ROUGE-SU4+StopWordRemoval,FNS33098,SYSTEM1.TXT,0.39416,0.16044,0.22805,3

ROUGE-L+StopWordRemoval,FNS32560,SYSTEM1.TXT,0.59859,0.11713,0.19592,4

ROUGE-1+StopWordRemoval,FNS32560,SYSTEM1.TXT,0.72448,0.04898,0.09176,4

ROUGE-2+StopWordRemoval,FNS32560,SYSTEM1.TXT,0.28572,0.01499,0.02848,4

ROUGE-SU4+StopWordRemoval,FNS32560,SYSTEM1.TXT,0.43058,0.01874,0.03591,4

ROUGE-L+StopWordRemoval,FNS32561,SYSTEM1.TXT,0.69677,0.13263,0.22284,3

ROUGE-1+StopWordRemoval,FNS32561,SYSTEM1.TXT,0.79599,0.06593,0.12178,3

ROUGE-2+StopWordRemoval,FNS32561,SYSTEM1.TXT,0.43731,0.02486,0.04705,3

ROUGE-SU4+StopWordRemoval,FNS32561,SYSTEM1.TXT,0.56594,0.02760,0.05262,3

ROUGE-L+StopWordRemoval,FNS32562,SYSTEM1.TXT,0.64666,0.06959,0.12565,3

ROUGE-1+StopWordRemoval,FNS32562,SYSTEM1.TXT,0.76102,0.02104,0.04094,3

ROUGE-2+StopWordRemoval,FNS32562,SYSTEM1.TXT,0.30751,0.00700,0.01368,3

ROUGE-SU4+StopWordRemoval,FNS32562,SYSTEM1.TXT,0.47889,0.00845,0.01662,3

ROUGE-L+StopWordRemoval,FNS30822,SYSTEM1.TXT,0.59468,0.16686,0.26059,3

ROUGE-1+StopWordRemoval,FNS30822,SYSTEM1.TXT,0.73888,0.06706,0.12296,3

ROUGE-2+StopWordRemoval,FNS30822,SYSTEM1.TXT,0.31185,0.02322,0.04322,3

ROUGE-SU4+StopWordRemoval,FNS30822,SYSTEM1.TXT,0.44926,0.02818,0.05304,3

ROUGE-L+StopWordRemoval,FNS30943,SYSTEM1.TXT,0.52958,0.17566,0.26381,4

ROUGE-1+StopWordRemoval,FNS30943,SYSTEM1.TXT,0.68206,0.13253,0.22194,4

ROUGE-2+StopWordRemoval,FNS30943,SYSTEM1.TXT,0.29089,0.04476,0.07759,4

ROUGE-SU4+StopWordRemoval,FNS30943,SYSTEM1.TXT,0.41474,0.05558,0.09803,4

ROUGE-L+StopWordRemoval,FNS31914,SYSTEM1.TXT,0.55961,0.12338,0.20218,4

ROUGE-1+StopWordRemoval,FNS31914,SYSTEM1.TXT,0.69484,0.08127,0.14552,4

ROUGE-2+StopWordRemoval,FNS31914,SYSTEM1.TXT,0.32190,0.02899,0.05319,4

ROUGE-SU4+StopWordRemoval,FNS31914,SYSTEM1.TXT,0.42735,0.03399,0.06297,4

ROUGE-L+StopWordRemoval,FNS30946,SYSTEM1.TXT,0.56455,0.21871,0.31527,3

ROUGE-1+StopWordRemoval,FNS30946,SYSTEM1.TXT,0.73202,0.13289,0.22494,3

ROUGE-2+StopWordRemoval,FNS30946,SYSTEM1.TXT,0.35019,0.05109,0.08918,3

ROUGE-SU4+StopWordRemoval,FNS30946,SYSTEM1.TXT,0.48133,0.05766,0.10298,3

ROUGE-L+StopWordRemoval,FNS30947,SYSTEM1.TXT,0.64100,0.13658,0.22518,4

ROUGE-1+StopWordRemoval,FNS30947,SYSTEM1.TXT,0.77201,0.05570,0.10391,4

ROUGE-2+StopWordRemoval,FNS30947,SYSTEM1.TXT,0.36022,0.01951,0.03702,4

ROUGE-SU4+StopWordRemoval,FNS30947,SYSTEM1.TXT,0.50574,0.02253,0.04313,4

ROUGE-L+StopWordRemoval,FNS30948,SYSTEM1.TXT,0.60924,0.10981,0.18609,4

ROUGE-1+StopWordRemoval,FNS30948,SYSTEM1.TXT,0.70714,0.06066,0.11174,4

ROUGE-2+StopWordRemoval,FNS30948,SYSTEM1.TXT,0.35682,0.02372,0.04448,4

ROUGE-SU4+StopWordRemoval,FNS30948,SYSTEM1.TXT,0.47190,0.02688,0.05087,4

ROUGE-L+StopWordRemoval,FNS32651,SYSTEM1.TXT,0.33826,0.25752,0.29242,3

ROUGE-1+StopWordRemoval,FNS32651,SYSTEM1.TXT,0.46938,0.23018,0.30889,3

ROUGE-2+StopWordRemoval,FNS32651,SYSTEM1.TXT,0.20501,0.08102,0.11614,3

ROUGE-SU4+StopWordRemoval,FNS32651,SYSTEM1.TXT,0.29824,0.10169,0.15167,3

ROUGE-L+StopWordRemoval,FNS32773,SYSTEM1.TXT,0.43370,0.15880,0.23248,3

ROUGE-1+StopWordRemoval,FNS32773,SYSTEM1.TXT,0.61716,0.08337,0.14690,3

ROUGE-2+StopWordRemoval,FNS32773,SYSTEM1.TXT,0.23216,0.02589,0.04658,3

ROUGE-SU4+StopWordRemoval,FNS32773,SYSTEM1.TXT,0.33855,0.03201,0.05849,3

ROUGE-L+StopWordRemoval,FNS32531,SYSTEM1.TXT,0.63982,0.12469,0.20871,3

ROUGE-1+StopWordRemoval,FNS32531,SYSTEM1.TXT,0.76696,0.05185,0.09713,3

ROUGE-2+StopWordRemoval,FNS32531,SYSTEM1.TXT,0.38100,0.01863,0.03552,3

